,city,date,fare,ride_id,driver_count,type,,,,,,,
956,Port Frank,4/5/2018 7:22,14.21,8.37E+12,23,Urban,,,,,,,
957,West Heidi,4/17/2018 0:03,8.91,7.62E+12,28,Urban,,,,,,,
958,Robertport,4/24/2018 23:45,19.73,7.44E+12,12,Urban,,,,,,,
959,Loganberg,5/5/2018 17:29,30.47,7.77E+12,23,Urban,,,,,,,
960,West Josephberg,3/23/2018 1:43,33.12,2.34E+12,45,Urban,,,,,,,
961,West Anthony,4/3/2018 1:47,31.6,4.97E+12,70,Urban,,,,,,,
962,South Michelleport,4/22/2018 2:38,9.72,2.09E+12,72,Urban,,,,,,,
963,Amandaburgh,4/5/2018 10:22,25.55,8.58E+12,12,Urban,,,,,,,
964,Justinberg,4/1/2018 23:46,40.87,8.96E+12,39,Urban,,,,,,,
965,Joneschester,3/10/2018 8:15,27.91,1.27E+12,39,Urban,,,,,,,
966,Lake Scottton,1/11/2018 19:18,31.31,9.31E+12,58,Urban,,,,,,,
967,Rodneyfort,3/24/2018 19:06,31.41,8.27E+11,34,Urban,,,,,,,
968,Pattyland,4/25/2018 14:57,44.39,1.72E+12,59,Urban,,,,,,,
969,Jerryton,2/28/2018 1:14,36.87,3.09E+12,64,Urban,,,,,,,
970,Lake Scottton,4/11/2018 4:26,22.03,2.03E+12,58,Urban,,,,,,,
971,Grahamburgh,4/29/2018 21:20,13.59,3.20E+12,61,Urban,,,,,,,
972,South Latoya,3/29/2018 22:54,5.93,2.62E+12,10,Urban,,,,,,,
973,Liumouth,3/27/2018 12:12,44.27,9.82E+11,69,Urban,,,,,,,
974,Hurleymouth,3/2/2018 11:43,34.65,9.38E+12,36,Urban,,,,,,,
975,West Angela,2/15/2018 8:01,44.12,1.96E+12,48,Urban,,,,,,,
976,Reynoldsfurt,3/14/2018 16:29,35.65,9.91E+12,67,Urban,,,,,,,
977,Port Johnbury,3/29/2018 3:22,14.54,3.76E+12,3,Urban,,,,,,,
978,North Jason,2/15/2018 14:32,17.35,6.04E+12,6,Urban,,,,,,,
979,North Madeline,4/15/2018 10:02,37.6,3.90E+12,19,Urban,,,,,,,
980,Simpsonburgh,2/15/2018 9:18,4.63,60590634054,21,Urban,,,,,,,
981,Hurleymouth,2/13/2018 17:32,25.72,8.76E+12,36,Urban,,,,,,,
982,West Robert,3/7/2018 6:32,4.28,2.03E+12,39,Urban,,,,,,,
983,North Jasmine,4/1/2018 4:31,28.04,5.01E+12,33,Urban,,,,,,,
984,North Jason,4/5/2018 20:10,32.18,3.37E+12,6,Urban,,,,,,,
985,South Jack,2/1/2018 11:28,26.72,5.06E+12,46,Urban,,,,,,,
986,West Heidi,2/9/2018 19:23,39.76,5.52E+12,28,Urban,,,,,,,
987,West Anthony,4/6/2018 2:25,14.3,7.57E+12,70,Urban,,,,,,,
988,West Ericstad,3/21/2018 9:28,18.24,4.60E+12,25,Urban,,,,,,,
989,West Samuelburgh,2/27/2018 6:43,32.73,5.62E+12,73,Urban,,,,,,,
990,New Jacobville,4/9/2018 8:47,4.95,4.49E+12,50,Urban,,,,,,,
991,Carriemouth,2/21/2018 15:09,23.48,4.76E+12,52,Urban,,,,,,,
992,Christopherfurt,3/18/2018 9:24,7.45,4.45E+12,41,Urban,,,,,,,
993,South Phillip,1/16/2018 3:42,7.08,8.46E+12,38,Urban,,,,,,,
994,Grahamburgh,1/28/2018 15:40,44.91,2.59E+11,61,Urban,,,,,,,
995,Christopherfurt,3/25/2018 20:35,23.38,5.00E+11,41,Urban,,,,,,,
996,Robertport,4/27/2018 12:31,41.48,6.46E+12,12,Urban,,,,,,,
997,Justinberg,4/26/2018 8:12,7.68,1.07E+12,39,Urban,,,,,,,
998,Port Frank,4/5/2018 15:44,36.08,3.46E+11,23,Urban,,,,,,,
999,New Jacobville,4/13/2018 1:18,43.98,9.45E+12,50,Urban,,,,,,,
1000,North Jasmine,2/1/2018 20:17,8.09,4.16E+11,33,Urban,,,,,,,
1001,Valentineton,3/18/2018 7:07,36.04,8.73E+12,45,Urban,,,,,,,
1002,Huntermouth,1/6/2018 20:23,28.74,6.54E+11,37,Urban,,,,,,,
1003,South Jack,3/8/2018 8:55,17.17,8.79E+12,46,Urban,,,,,,,
1004,New Paulton,3/15/2018 4:48,4.6,9.74E+12,44,Urban,,,,,,,
1005,Williamsstad,4/21/2018 23:26,26.99,8.56E+12,59,Urban,,,,,,,
1006,Jerryton,1/6/2018 12:30,27.71,9.04E+12,64,Urban,,,,,,,
1007,Deanville,1/4/2018 13:30,4.56,6.42E+12,49,Urban,,,,,,,
1008,South Evanton,3/22/2018 5:26,6.58,8.38E+12,11,Urban,,,,,,,
1009,New Kimberlyborough,4/29/2018 7:38,9.08,3.17E+12,33,Urban,,,,,,,
1010,Hurleymouth,3/24/2018 12:04,8.77,8.27E+12,36,Urban,,,,,,,
1011,North Barbara,4/1/2018 0:20,31.72,9.79E+12,18,Urban,,,,,,,
1012,West Angela,2/22/2018 2:22,19.44,3.79E+12,48,Urban,,,,,,,
1013,Karenside,3/15/2018 15:11,31.89,5.44E+12,5,Urban,,,,,,,
1014,South Phillip,5/1/2018 23:05,38.46,3.44E+12,38,Urban,,,,,,,
1015,South Karenland,5/8/2018 11:38,19.77,7.84E+12,4,Urban,,,,,,,
1016,Royland,2/21/2018 22:19,5.95,8.42E+12,64,Urban,,,,,,,
1017,South Phillip,1/20/2018 17:35,24,7.34E+12,38,Urban,,,,,,,
1018,South Phillip,5/2/2018 1:04,24.23,1.23E+11,38,Urban,,,,,,,
1019,West Gabriel,3/9/2018 4:39,14.41,8.74E+12,57,Urban,,,,,,,
1020,South Karenland,1/14/2018 2:07,24.71,8.61E+12,4,Urban,,,,,,,
1021,Robertport,4/27/2018 10:55,11.42,9.23E+12,12,Urban,,,,,,,
1022,Roberthaven,2/12/2018 7:58,37,4.70E+12,47,Urban,,,,,,,
1023,West Christopherberg,1/11/2018 21:37,44.76,2.74E+12,32,Urban,,,,,,,
1024,Robertport,3/21/2018 5:48,8.2,3.40E+12,12,Urban,,,,,,,
1025,West Anthony,2/7/2018 16:55,33.51,4.16E+12,70,Urban,,,,,,,
1026,New Kimberlyborough,2/9/2018 13:28,6.43,6.45E+12,33,Urban,,,,,,,
1027,Loganberg,2/2/2018 23:09,7.12,1.27E+12,23,Urban,,,,,,,
1028,West Samuelburgh,1/11/2018 1:36,25.07,1.51E+11,73,Urban,,,,,,,
1029,New Kimberlyborough,4/24/2018 18:35,28.87,7.94E+12,33,Urban,,,,,,,
1030,Roberthaven,4/25/2018 14:14,22.75,7.37E+12,47,Urban,,,,,,,
1031,Barajasview,4/3/2018 15:25,44.15,9.60E+12,26,Urban,,,,,,,
1032,Royland,2/22/2018 22:46,10.19,8.90E+12,64,Urban,,,,,,,
1033,Rogerston,3/14/2018 14:43,10.29,7.43E+12,25,Urban,,,,,,,
1034,Christopherfurt,2/12/2018 14:24,11.7,8.49E+12,41,Urban,,,,,,,
1035,West Gabriel,2/20/2018 6:07,8.44,6.91E+12,57,Urban,,,,,,,
1036,South Karenland,4/18/2018 13:07,8.56,7.56E+12,4,Urban,,,,,,,
1037,Williamsview,4/26/2018 0:30,20.89,2.57E+12,46,Urban,,,,,,,
1038,Deanville,3/5/2018 9:44,42.79,3.62E+12,49,Urban,,,,,,,
1039,West Samuelburgh,1/16/2018 3:43,14.93,5.02E+11,73,Urban,,,,,,,
1040,North Barbara,2/14/2018 11:29,4.11,7.68E+12,18,Urban,,,,,,,
1041,Christopherfurt,3/10/2018 7:36,22.65,5.00E+12,41,Urban,,,,,,,
1042,Jerryton,2/1/2018 16:39,37.7,9.58E+12,64,Urban,,,,,,,
1043,South Latoya,2/9/2018 20:42,12.17,9.01E+12,10,Urban,,,,,,,
1044,South Latoya,3/4/2018 12:20,5.04,9.88E+12,10,Urban,,,,,,,
1045,West Gabriel,3/17/2018 4:22,15.95,9.30E+12,57,Urban,,,,,,,
1046,Lake Jonathanshire,1/23/2018 21:43,21.11,7.71E+12,5,Urban,,,,,,,
1047,North Jasmine,2/10/2018 20:19,31.38,4.75E+12,33,Urban,,,,,,,
1048,Raymondhaven,4/15/2018 12:15,6.74,6.81E+12,11,Urban,,,,,,,
1049,Port Johnbury,3/25/2018 2:17,41.61,8.06E+12,3,Urban,,,,,,,
1050,North Barbara,1/17/2018 18:14,18.27,3.78E+11,18,Urban,,,,,,,
1051,New Kimberlyborough,1/27/2018 14:49,23.09,5.58E+12,33,Urban,,,,,,,
1052,Carriemouth,2/26/2018 5:24,19.05,1.95E+12,52,Urban,,,,,,,
1053,West Samuelburgh,2/5/2018 21:02,31.94,6.73E+12,73,Urban,,,,,,,
1054,Martinezhaven,2/17/2018 21:48,34.27,2.34E+11,25,Urban,,,,,,,
1055,North Barbara,4/30/2018 5:22,28.89,3.28E+12,18,Urban,,,,,,,
1056,Valentineton,2/8/2018 19:05,36.23,6.67E+12,45,Urban,,,,,,,
1057,West Robert,2/9/2018 5:16,26.1,18586563147,39,Urban,,,,,,,
1058,Roberthaven,4/7/2018 16:53,13.4,4.90E+12,47,Urban,,,,,,,
1059,West Gabriel,4/20/2018 5:31,23.69,4.91E+12,57,Urban,,,,,,,
1060,Karenberg,2/18/2018 19:28,44.08,7.22E+12,22,Urban,,,,,,,
1061,Rogerston,3/8/2018 3:46,17.81,8.56E+12,25,Urban,,,,,,,
1062,West Angela,1/12/2018 1:55,20.46,5.24E+12,48,Urban,,,,,,,
1063,New Kimberlyborough,4/1/2018 12:09,10.76,9.13E+12,33,Urban,,,,,,,
1064,Justinberg,2/20/2018 15:05,31.31,9.20E+12,39,Urban,,,,,,,
1065,South Michelleport,1/2/2018 0:56,37.34,7.66E+12,72,Urban,,,,,,,
1066,South Evanton,1/11/2018 11:02,39.99,9.39E+12,11,Urban,,,,,,,
1067,Johnton,4/11/2018 13:41,33.12,7.23E+12,27,Urban,,,,,,,
1068,Grahamburgh,4/3/2018 13:27,5.09,8.56E+12,61,Urban,,,,,,,
1069,Rogerston,2/16/2018 2:04,20.64,8.15E+12,25,Urban,,,,,,,
1070,South Karenland,4/21/2018 11:42,7.44,3.55E+12,4,Urban,,,,,,,
1071,North Barbara,3/8/2018 9:24,29.15,96327208793,18,Urban,,,,,,,
1072,Jerryton,3/20/2018 1:28,15.37,9.32E+11,64,Urban,,,,,,,
1073,West Christopherberg,4/25/2018 6:22,35.39,7.48E+12,32,Urban,,,,,,,
1074,South Jack,2/13/2018 9:20,32.64,8.81E+11,46,Urban,,,,,,,
1075,Port Samanthamouth,1/28/2018 23:59,15.49,3.27E+12,57,Urban,,,,,,,
1076,New Paulton,3/29/2018 19:12,43.79,7.07E+12,44,Urban,,,,,,,
1077,Carriemouth,4/18/2018 17:01,37.63,7.74E+12,52,Urban,,,,,,,
1078,North Jasmine,2/27/2018 1:34,35.31,9.25E+12,33,Urban,,,,,,,
1079,Rogerston,1/16/2018 8:38,31.34,1.32E+11,25,Urban,,,,,,,
1080,Port David,2/3/2018 1:11,21.2,5.71E+11,7,Urban,,,,,,,
1081,Williamsview,4/11/2018 20:41,33.68,2.74E+12,46,Urban,,,,,,,
1082,South Evanton,4/26/2018 4:37,42.99,4.02E+12,11,Urban,,,,,,,
1083,South Evanton,3/25/2018 15:50,23.48,4.60E+12,11,Urban,,,,,,,
1084,Port David,4/7/2018 23:44,39.51,5.96E+12,7,Urban,,,,,,,
1085,West Christopherberg,2/8/2018 23:04,14.22,3.73E+12,32,Urban,,,,,,,
1086,New Paulton,3/19/2018 23:42,40.2,8.20E+12,44,Urban,,,,,,,
1087,Leahton,2/4/2018 8:07,15.37,9.59E+12,17,Urban,,,,,,,
1088,Valentineton,4/28/2018 9:10,5.73,2.11E+11,45,Urban,,,,,,,
1089,Port David,3/14/2018 9:28,9.22,3.64E+12,7,Urban,,,,,,,
1090,West Robert,2/12/2018 1:20,14.8,8.06E+12,39,Urban,,,,,,,
1091,Valentineton,1/2/2018 1:46,34.79,6.36E+12,45,Urban,,,,,,,
1092,Port Johnbury,2/20/2018 4:27,27.1,3.56E+12,3,Urban,,,,,,,
1093,Richardfort,3/4/2018 22:13,14.83,9.47E+12,38,Urban,,,,,,,
1094,Karenberg,1/8/2018 13:51,9.5,1.45E+12,22,Urban,,,,,,,
1095,West Robert,3/14/2018 15:25,18.28,4.58E+12,39,Urban,,,,,,,
1096,New Paulville,2/15/2018 23:58,28.18,2.04E+12,44,Urban,,,,,,,
1097,West Patrickchester,5/3/2018 1:24,44.85,9.42E+12,25,Urban,,,,,,,
1098,Loganberg,4/3/2018 9:30,5.16,9.23E+12,23,Urban,,,,,,,
1099,Pattyland,5/2/2018 20:17,4.23,1.66E+11,59,Urban,,,,,,,
1100,West Christopherberg,2/20/2018 15:23,26.9,1.24E+12,32,Urban,,,,,,,
1101,Leahton,2/5/2018 18:06,8.38,5.90E+12,17,Urban,,,,,,,
1102,Richardfort,3/28/2018 19:33,7.75,5.54E+12,38,Urban,,,,,,,
1103,West Anthony,3/11/2018 12:23,41.37,1.13E+12,70,Urban,,,,,,,
1104,East Kaylahaven,4/17/2018 0:28,41.19,6.32E+11,65,Urban,,,,,,,
1105,Williamsstad,4/1/2018 17:37,16.83,1.52E+12,59,Urban,,,,,,,
1106,South Phillip,2/12/2018 22:04,23.69,3.67E+12,38,Urban,,,,,,,
1107,West Samuelburgh,1/18/2018 10:57,16.96,3.94E+12,73,Urban,,,,,,,
1108,Royland,3/24/2018 10:24,10.05,2.96E+12,64,Urban,,,,,,,
1109,Justinberg,1/24/2018 10:16,8.83,1.86E+12,39,Urban,,,,,,,
1110,Karenberg,1/30/2018 10:51,8.79,3.83E+12,22,Urban,,,,,,,
1111,North Markport,4/9/2018 14:55,20.23,2.58E+12,22,Urban,,,,,,,
1112,Roberthaven,3/17/2018 14:48,26.71,9.35E+12,47,Urban,,,,,,,
1113,Royland,1/11/2018 14:23,43.07,7.58E+11,64,Urban,,,,,,,
1114,Hurleymouth,1/31/2018 2:49,19.23,9.54E+12,36,Urban,,,,,,,
1115,Roberthaven,4/22/2018 4:12,31.29,4.10E+12,47,Urban,,,,,,,
1116,Grahamburgh,3/16/2018 10:03,30.66,4.74E+12,61,Urban,,,,,,,
1117,Johnton,4/26/2018 17:02,4.63,3.44E+12,27,Urban,,,,,,,
1118,Huntermouth,5/7/2018 8:47,25.83,9.62E+11,37,Urban,,,,,,,
1119,Pattyland,3/19/2018 20:41,18.17,9.39E+12,59,Urban,,,,,,,
1120,West Robert,4/16/2018 16:16,25.65,3.60E+12,39,Urban,,,,,,,
1121,Leahton,4/13/2018 10:54,18.25,6.16E+12,17,Urban,,,,,,,
1122,Port Frank,4/18/2018 0:39,33.73,2.26E+12,23,Urban,,,,,,,
1123,Port Frank,2/28/2018 7:39,33.83,1.26E+12,23,Urban,,,,,,,
1124,West Josephberg,3/8/2018 21:57,9.54,8.12E+12,45,Urban,,,,,,,
1125,Grahamburgh,2/8/2018 13:28,10.63,3.65E+12,61,Urban,,,,,,,
1126,Williamsstad,5/6/2018 19:34,26.43,8.99E+12,59,Urban,,,,,,,
1127,North Barbara,3/27/2018 9:44,33.4,5.62E+12,18,Urban,,,,,,,
1128,South Phillip,4/17/2018 18:42,42.3,1.30E+12,38,Urban,,,,,,,
1129,Erikaland,2/5/2018 4:51,14.13,9.88E+12,37,Urban,,,,,,,
1130,Port Samanthamouth,1/19/2018 19:54,38.58,2.63E+12,57,Urban,,,,,,,
1131,North Jasmine,4/21/2018 15:15,5.31,2.98E+12,33,Urban,,,,,,,
1132,West Gabriel,4/27/2018 0:34,37.74,7.64E+12,57,Urban,,,,,,,
1133,Rodneyfort,2/6/2018 11:01,27.87,9.79E+12,34,Urban,,,,,,,
1134,New Paulton,4/27/2018 23:26,19.06,2.00E+11,44,Urban,,,,,,,
1135,Hurleymouth,4/22/2018 2:31,9.14,5.56E+12,36,Urban,,,,,,,
1136,South Phillip,3/2/2018 7:23,30.62,4.98E+12,38,Urban,,,,,,,
1137,West Ericstad,1/25/2018 20:18,23.27,2.13E+12,25,Urban,,,,,,,
1138,Port Samanthamouth,3/20/2018 5:48,36.7,8.19E+11,57,Urban,,,,,,,
1139,West Josephberg,1/17/2018 5:32,7.87,2.30E+12,45,Urban,,,,,,,
1140,Port Angela,3/10/2018 19:24,43.18,1.89E+12,67,Urban,,,,,,,
1141,West Gabriel,4/25/2018 14:28,10.86,8.50E+12,57,Urban,,,,,,,
1142,Hurleymouth,2/15/2018 2:10,42.61,9.95E+12,36,Urban,,,,,,,
1143,Jerryton,4/18/2018 6:08,42.8,2.66E+12,64,Urban,,,,,,,
1144,Lake Danielberg,2/9/2018 19:09,10.62,9.24E+12,19,Urban,,,,,,,
1145,South Phillip,1/14/2018 18:26,41.66,2.77E+12,38,Urban,,,,,,,
1146,West Robert,3/28/2018 15:00,35.88,2.85E+12,39,Urban,,,,,,,
1147,New Kimberlyborough,4/28/2018 12:48,33.35,9.50E+12,33,Urban,,,,,,,
1148,New Paulville,5/2/2018 18:20,12.08,6.16E+11,44,Urban,,,,,,,
1149,West Josephberg,4/30/2018 14:45,40.08,5.41E+12,45,Urban,,,,,,,
1150,Erikaland,3/17/2018 16:51,39.58,6.42E+12,37,Urban,,,,,,,
1151,North Madeline,4/8/2018 20:26,25.79,9.44E+12,19,Urban,,,,,,,
1152,West Heidi,4/6/2018 21:40,23.41,9.79E+12,28,Urban,,,,,,,
1153,Reynoldsfurt,2/2/2018 2:52,29.07,1.86E+12,67,Urban,,,,,,,
1154,South Latoya,1/18/2018 6:04,5.69,7.01E+11,10,Urban,,,,,,,
1155,Amandaburgh,3/7/2018 2:26,18.76,3.42E+12,12,Urban,,,,,,,
1156,West Josephberg,1/20/2018 1:27,38.39,4.40E+12,45,Urban,,,,,,,
1157,Lake Jonathanshire,1/29/2018 0:19,41.05,6.65E+12,5,Urban,,,,,,,
1158,West Anthony,4/18/2018 23:10,31.16,8.48E+12,70,Urban,,,,,,,
1159,Raymondhaven,4/6/2018 13:52,30.36,8.73E+12,11,Urban,,,,,,,
1160,Hurleymouth,1/11/2018 12:59,37.44,7.88E+12,36,Urban,,,,,,,
1161,Roberthaven,1/28/2018 10:23,21.72,7.33E+12,47,Urban,,,,,,,
1162,New Paulville,4/29/2018 23:05,14.59,3.63E+12,44,Urban,,,,,,,
1163,Robertport,3/26/2018 22:47,13.34,5.45E+12,12,Urban,,,,,,,
1164,Port Frank,1/19/2018 13:08,4.86,5.08E+12,23,Urban,,,,,,,
1165,Rogerston,3/26/2018 4:27,13.97,2.82E+12,25,Urban,,,,,,,
1166,Liumouth,1/16/2018 21:55,6.02,3.85E+12,69,Urban,,,,,,,
1167,Lake Danielberg,1/21/2018 12:52,14.09,9.57E+12,19,Urban,,,,,,,
1168,West Josephberg,3/21/2018 15:44,6.13,2.30E+12,45,Urban,,,,,,,
1169,Leahton,1/15/2018 2:30,21.95,1.80E+12,17,Urban,,,,,,,
1170,Huntermouth,4/3/2018 7:02,29.88,8.97E+12,37,Urban,,,,,,,
1171,Lake Danielberg,5/3/2018 15:35,19.97,5.54E+11,19,Urban,,,,,,,
1172,Loganberg,2/21/2018 13:09,7.49,6.41E+11,23,Urban,,,,,,,
1173,North Madeline,2/16/2018 15:06,37.75,1.45E+12,19,Urban,,,,,,,
1174,Hurleymouth,4/9/2018 9:17,20.31,2.51E+12,36,Urban,,,,,,,
1175,Port Johnbury,3/30/2018 20:43,19.48,5.14E+12,3,Urban,,,,,,,
1176,Royland,5/7/2018 14:58,36.22,2.54E+12,64,Urban,,,,,,,
1177,Richardfort,2/14/2018 3:27,44.11,2.50E+12,38,Urban,,,,,,,
1178,Johnton,1/25/2018 13:17,28.14,7.11E+12,27,Urban,,,,,,,
1179,North Jason,4/12/2018 6:19,33.12,1.71E+12,6,Urban,,,,,,,
1180,South Phillip,1/5/2018 17:50,41.55,8.83E+12,38,Urban,,,,,,,
1181,Reynoldsfurt,1/21/2018 16:07,25.19,1.03E+12,67,Urban,,,,,,,
1182,West Ericstad,4/12/2018 12:08,27.69,4.57E+12,25,Urban,,,,,,,
1183,Richardfort,4/27/2018 11:59,30.31,6.11E+12,38,Urban,,,,,,,
1184,West Heidi,4/22/2018 0:38,8.89,5.41E+12,28,Urban,,,,,,,
1185,Johnton,3/4/2018 10:30,36.76,3.27E+12,27,Urban,,,,,,,
1186,West Angela,1/2/2018 9:28,19.81,9.74E+12,48,Urban,,,,,,,
1187,Leahton,2/28/2018 20:02,31.01,2.12E+12,17,Urban,,,,,,,
1188,Johnton,4/11/2018 14:40,16.63,7.25E+12,27,Urban,,,,,,,
1189,Port David,1/21/2018 2:29,32.92,8.58E+11,7,Urban,,,,,,,
1190,New Kimberlyborough,4/1/2018 4:31,35.11,8.28E+12,33,Urban,,,,,,,
1191,Port Frank,2/26/2018 5:03,25.18,7.28E+12,23,Urban,,,,,,,
1192,Barajasview,1/24/2018 5:58,9.21,1.84E+12,26,Urban,,,,,,,
1193,South Phillip,4/21/2018 10:31,32.85,2.75E+12,38,Urban,,,,,,,
1194,North Jasmine,4/3/2018 13:15,19.66,9.21E+12,33,Urban,,,,,,,
1195,New Kimberlyborough,3/13/2018 9:48,14.84,1.84E+12,33,Urban,,,,,,,
1196,North Jasmine,1/5/2018 16:39,26.72,3.67E+12,33,Urban,,,,,,,
1197,Reynoldsfurt,2/13/2018 10:29,7.43,5.24E+12,67,Urban,,,,,,,
1198,North Barbara,5/5/2018 15:15,38.15,2.56E+11,18,Urban,,,,,,,
1199,South Karenland,4/23/2018 9:19,12.34,9.19E+12,4,Urban,,,,,,,
1200,North Jasmine,4/17/2018 7:34,22.41,4.20E+12,33,Urban,,,,,,,
1201,East Kaylahaven,2/16/2018 21:02,34.42,8.00E+12,65,Urban,,,,,,,
1202,West Samuelburgh,3/7/2018 20:34,34.22,1.13E+12,73,Urban,,,,,,,
1203,Richardfort,3/3/2018 11:57,11.42,2.92E+12,38,Urban,,,,,,,
1204,West Heidi,2/19/2018 21:08,7.64,8.97E+12,28,Urban,,,,,,,
1205,Raymondhaven,5/8/2018 4:39,18.45,1.81E+12,11,Urban,,,,,,,
1206,North Markport,4/29/2018 11:39,19.8,1.84E+12,22,Urban,,,,,,,
1207,New Paulton,2/17/2018 8:20,37.44,7.43E+12,44,Urban,,,,,,,
1208,Karenside,1/25/2018 3:33,19.6,4.72E+12,5,Urban,,,,,,,
1209,South Jack,3/3/2018 9:00,29.88,2.15E+12,46,Urban,,,,,,,
1210,South Michelleport,1/20/2018 5:30,34.72,6.39E+12,72,Urban,,,,,,,
1211,North Jason,4/1/2018 14:43,40.45,1.10E+12,6,Urban,,,,,,,
1212,Joneschester,1/26/2018 19:19,13.77,6.68E+12,39,Urban,,,,,,,
1213,Amandaburgh,1/2/2018 9:57,33.06,6.33E+12,12,Urban,,,,,,,
1214,North Jason,3/28/2018 18:03,42.75,4.27E+12,6,Urban,,,,,,,
1215,Roberthaven,1/28/2018 22:09,28.11,6.23E+12,47,Urban,,,,,,,
1216,South Karenland,2/13/2018 3:55,24.16,3.27E+12,4,Urban,,,,,,,
1217,Rogerston,1/23/2018 18:16,21.64,3.85E+12,25,Urban,,,,,,,
1218,Robertport,2/14/2018 4:42,18.38,9.07E+12,12,Urban,,,,,,,
1219,West Samuelburgh,1/6/2018 13:23,11.01,73344113439,73,Urban,,,,,,,
1220,New Paulton,4/6/2018 16:21,38.8,8.52E+12,44,Urban,,,,,,,
1221,Port Johnbury,4/12/2018 3:43,8.42,39663640391,3,Urban,,,,,,,
1222,South Karenland,5/3/2018 16:09,19.69,2.54E+12,4,Urban,,,,,,,
1223,Liumouth,3/22/2018 20:35,39.96,6.16E+12,69,Urban,,,,,,,
1224,South Evanton,4/29/2018 13:54,5.16,3.15E+11,11,Urban,,,,,,,
1225,Huntermouth,4/20/2018 9:38,23.65,3.50E+12,37,Urban,,,,,,,
1226,Simpsonburgh,4/26/2018 22:20,29.22,4.45E+12,21,Urban,,,,,,,
1227,Valentineton,2/17/2018 5:51,21.74,4.88E+12,45,Urban,,,,,,,
1228,Deanville,1/12/2018 7:32,39.45,4.20E+11,49,Urban,,,,,,,
1229,South Karenland,4/27/2018 16:20,6.62,9.44E+12,4,Urban,,,,,,,
1230,Lake Jonathanshire,3/22/2018 14:33,18.72,4.68E+12,5,Urban,,,,,,,
1231,East Kaylahaven,3/1/2018 15:07,23.45,3.22E+12,65,Urban,,,,,,,
1232,Port David,4/12/2018 5:32,35.51,2.99E+12,7,Urban,,,,,,,
1233,West Gabriel,1/30/2018 15:37,25.64,3.46E+12,57,Urban,,,,,,,
1234,South Evanton,2/13/2018 16:46,44.33,3.93E+12,11,Urban,,,,,,,
1235,Richardfort,1/13/2018 10:08,25.81,9.11E+12,38,Urban,,,,,,,
1236,North Madeline,4/4/2018 6:42,25.38,6.91E+12,19,Urban,,,,,,,
1237,South Evanton,4/6/2018 16:41,9.3,1.04E+12,11,Urban,,,,,,,
1238,Royland,2/18/2018 2:03,8.32,5.21E+12,64,Urban,,,,,,,
1239,Hurleymouth,1/7/2018 15:53,20.01,4.46E+12,36,Urban,,,,,,,
1240,West Anthony,4/8/2018 6:21,20.83,9.58E+12,70,Urban,,,,,,,
1241,Martinezhaven,2/14/2018 2:51,27.16,2.20E+12,25,Urban,,,,,,,
1242,North Jasmine,1/21/2018 21:00,33.06,4.26E+12,33,Urban,,,,,,,
1243,Carriemouth,4/15/2018 8:00,40.03,2.67E+12,52,Urban,,,,,,,
1244,Lake Scottton,1/21/2018 4:20,21.81,2.94E+11,58,Urban,,,,,,,
1245,Hurleymouth,1/17/2018 17:07,24.86,9.30E+12,36,Urban,,,,,,,
1246,North Barbara,3/17/2018 17:07,6.12,5.48E+12,18,Urban,,,,,,,
1247,Royland,4/23/2018 1:14,40.39,3.39E+11,64,Urban,,,,,,,
1248,North Jason,1/12/2018 19:19,9.97,8.00E+12,6,Urban,,,,,,,
1249,West Ericstad,1/27/2018 4:30,29.05,7.60E+12,25,Urban,,,,,,,
1250,Joneschester,3/13/2018 6:10,27.79,1.26E+12,39,Urban,,,,,,,
1251,North Madeline,5/3/2018 0:07,16.44,2.12E+11,19,Urban,,,,,,,
1252,Loganberg,2/18/2018 11:58,23.98,9.37E+12,23,Urban,,,,,,,
1253,West Patrickchester,4/7/2018 17:41,33.9,3.86E+12,25,Urban,,,,,,,
1254,Justinberg,4/4/2018 23:19,19.38,3.73E+12,39,Urban,,,,,,,
1255,Lake Jonathanshire,4/16/2018 20:26,32.47,1.01E+12,5,Urban,,,,,,,
1256,Karenside,3/4/2018 20:36,25.21,9.11E+12,5,Urban,,,,,,,
1257,North Madeline,2/4/2018 18:56,9.84,9.48E+12,19,Urban,,,,,,,
1258,West Josephberg,3/30/2018 1:27,25.19,7.58E+12,45,Urban,,,,,,,
1259,West Christopherberg,5/1/2018 12:39,39.8,5.35E+12,32,Urban,,,,,,,
1260,Lake Scottton,4/19/2018 21:32,37.67,5.49E+12,58,Urban,,,,,,,
1261,Simpsonburgh,5/4/2018 11:41,33.11,2.86E+12,21,Urban,,,,,,,
1262,South Karenland,1/23/2018 5:56,22.54,9.07E+11,4,Urban,,,,,,,
1263,South Evanton,2/26/2018 6:48,7.81,7.42E+11,11,Urban,,,,,,,
1264,New Paulville,1/2/2018 20:52,33.08,2.37E+12,44,Urban,,,,,,,
1265,Carriemouth,3/8/2018 9:53,37.81,7.35E+12,52,Urban,,,,,,,
1266,North Madeline,3/1/2018 4:34,20.8,1.58E+12,19,Urban,,,,,,,
1267,West Heidi,1/17/2018 9:28,24.19,8.80E+12,28,Urban,,,,,,,
1268,Amandaburgh,1/13/2018 16:04,23.35,9.98E+12,12,Urban,,,,,,,
1269,Valentineton,3/6/2018 4:48,38.88,2.76E+12,45,Urban,,,,,,,
